Credit_History,Loan_Amount_Log,Gender_Female,Gender_Male,Married_No,Married_Yes,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,Total_Income,Total_Income_Log,EMI,Income_After_EMI,Dependents_0.0,Dependents_1.0,Dependents_2.0,Dependents_3.0,Loan_Status
1.0,5.579729825986222,False,True,False,True,True,False,True,False,False,True,False,8250,9.017968479328726,0.7361111111111112,7513.888888888889,True,False,False,False,0
1.0,4.875197323201151,False,True,False,True,True,False,True,False,False,True,False,5858,8.675563527387679,0.3638888888888889,5494.111111111111,True,False,False,False,1
1.0,5.3471075307174685,False,True,False,True,True,False,True,False,False,True,False,7945,8.980298078970817,0.5833333333333334,7361.666666666667,False,False,True,False,1
1.0,4.852030263919617,False,True,False,True,True,False,True,False,False,True,False,5233,8.562740006372207,0.35555555555555557,4877.444444444444,True,False,False,False,1
0.0,4.584967478670572,False,True,True,False,True,False,True,False,False,True,False,4166,8.334711621820917,0.2722222222222222,3893.777777777778,True,False,False,False,0
1.0,6.345636360828596,False,True,False,True,True,False,True,False,True,False,False,24996,10.126471091048971,1.5833333333333333,23412.666666666668,True,False,False,False,0
1.0,4.867534450455582,False,True,False,True,False,True,False,True,False,True,False,5499,8.612321536507814,0.3611111111111111,5137.888888888889,False,False,False,True,1
0.0,4.718498871295094,False,True,False,True,False,True,True,False,True,False,False,5282,8.572060092857077,0.3111111111111111,4970.888888888889,False,False,True,False,0
1.0,4.68213122712422,True,False,False,True,True,False,True,False,False,True,False,3625,8.195609567288775,0.3,3325.0,True,False,False,False,1
1.0,5.231108616854587,False,True,True,False,True,False,True,False,True,False,False,9508,9.159888828480085,0.5194444444444445,8988.555555555555,True,False,False,False,1
0.0,5.081404364984463,False,True,False,True,False,True,True,False,False,True,False,6715,8.812099108957337,0.44722222222222224,6267.777777777777,False,True,False,False,1
1.0,5.231108616854587,False,True,False,True,False,True,True,False,False,True,False,7750,8.955448122347393,0.38958333333333334,7360.416666666667,False,False,True,False,0
1.0,4.465908118654584,False,True,False,True,True,False,True,False,True,False,False,2936,7.984803389734406,0.24166666666666667,2694.3333333333335,True,False,False,False,1
1.0,5.204006687076795,False,True,False,True,True,False,True,False,True,False,False,6873,8.835355971121606,0.5055555555555555,6367.444444444444,True,False,False,False,1
1.0,5.075173815233827,False,True,False,True,True,False,True,False,False,False,True,6256,8.741296282225147,0.4444444444444444,5811.555555555556,True,False,False,False,1
1.0,5.991464547107982,False,True,False,True,True,False,False,True,True,False,False,17500,9.769956159911606,1.1111111111111112,16388.88888888889,False,False,True,False,1
1.0,5.855071922202427,False,True,False,True,True,False,True,False,False,True,False,23809,10.077818939438902,0.9694444444444444,22839.555555555555,False,True,False,False,0
1.0,4.867534450455582,False,True,False,True,True,False,True,False,False,False,True,7083,8.865452825753623,0.3611111111111111,6721.888888888889,True,False,False,False,1
1.0,5.075173815233827,False,True,False,True,True,False,False,True,False,True,False,6666,8.804775258867686,0.4444444444444444,6221.555555555556,False,False,True,False,1
1.0,4.394449154672439,True,False,True,False,False,True,True,False,True,False,False,4606,8.43511508038063,0.225,4381.0,False,True,False,False,0
1.0,5.857933154483459,True,False,True,False,True,False,True,False,False,False,True,42083,10.647399137646048,1.9444444444444444,40138.555555555555,False,False,False,True,0
1.0,4.852030263919617,False,True,True,False,True,False,False,True,False,False,True,7167,8.877242435993919,0.35555555555555557,6811.444444444444,True,False,False,False,1
1.0,3.912023005428146,False,True,False,True,True,False,True,False,False,False,True,3988,8.291045131081729,0.20833333333333334,3779.6666666666665,False,True,False,False,1
1.0,5.017279836814924,False,True,True,False,True,False,True,False,True,False,False,7542,8.928242677818302,0.41944444444444445,7122.555555555556,True,False,False,False,1
1.0,4.418840607796598,False,True,True,False,True,False,False,True,False,False,True,11000,9.305650551780507,0.23055555555555557,10769.444444444445,True,False,False,False,0
1.0,5.19295685089021,False,True,False,True,True,False,False,True,True,False,False,9963,9.206633510044856,0.5,9463.0,True,False,False,False,1
1.0,4.836281906951478,False,True,True,False,False,True,True,False,True,False,False,4592,8.432070937999402,0.35,4242.0,True,False,False,False,1
1.0,4.584967478670572,True,False,False,True,False,True,True,False,False,True,False,3127,8.047829357457841,0.2722222222222222,2854.777777777778,False,False,True,False,1
1.0,3.58351893845611,True,False,False,True,True,False,True,False,False,True,False,3166,8.060224240440958,0.1,3066.0,True,False,False,False,1
0.0,4.844187086458591,False,True,False,True,True,False,True,False,False,True,False,4400,8.389359819906353,0.3527777777777778,4047.222222222222,False,False,True,False,0
1.0,4.727387818712341,False,True,True,False,True,False,True,False,False,False,True,3750,8.229511118964457,0.23541666666666666,3514.5833333333335,True,False,False,False,0
1.0,4.394449154672439,False,True,False,True,False,True,True,False,False,False,True,5093,8.535622326884605,0.225,4868.0,False,False,True,False,1
1.0,4.941642422609304,False,True,True,False,True,False,True,False,True,False,False,6500,8.779557455883728,0.3888888888888889,6111.111111111111,True,False,False,False,1
1.0,4.8283137373023015,False,True,False,True,False,True,False,True,False,False,True,7100,8.867850063029406,2.0833333333333335,5016.666666666666,False,False,False,True,1
1.0,4.8283137373023015,False,True,True,False,True,False,True,False,False,False,True,4950,8.507142855562735,0.3472222222222222,4602.777777777777,True,False,False,False,1
0.0,4.852030263919617,False,True,False,True,True,False,True,False,False,True,False,4680,8.451053388911692,0.35555555555555557,4324.444444444444,False,False,False,True,0
1.0,4.90527477843843,True,False,True,False,True,False,True,False,True,False,False,3418,8.136810863675537,0.375,3043.0,True,False,False,False,0
1.0,5.3471075307174685,False,True,True,False,True,False,True,False,False,False,True,8566,9.055556158175316,0.5833333333333334,7982.666666666667,True,False,False,False,1
1.0,5.739792912179234,False,True,True,False,True,False,True,False,True,False,False,9481,9.15704507491796,0.8638888888888889,8617.111111111111,True,False,False,False,0
1.0,4.442651256490317,False,True,False,True,True,False,True,False,False,False,True,3612,8.192016914536875,0.2361111111111111,3375.8888888888887,False,True,False,False,1
1.0,4.90527477843843,False,True,False,True,True,False,True,False,False,True,False,3760,8.23217423638394,0.375,3385.0,False,False,True,False,1
1.0,4.927253685157205,False,True,False,True,True,False,True,False,False,True,False,4663,8.44741429680832,0.38333333333333336,4279.666666666667,True,False,False,False,1
1.0,4.736198448394496,False,True,False,True,True,False,True,False,False,True,False,5167,8.550047528287184,0.31666666666666665,4850.333333333333,True,False,False,False,1
1.0,4.852030263919617,False,True,True,False,True,False,True,False,False,False,True,5849,8.674025985443025,0.35555555555555557,5493.444444444444,True,False,False,False,1
1.0,5.056245805348308,False,True,False,True,False,True,True,False,True,False,False,5398,8.59378379357795,0.4361111111111111,4961.888888888889,False,False,True,False,1
0.0,6.20455776256869,False,True,False,True,True,False,True,False,False,True,False,16816,9.730086093116732,1.375,15441.0,False,False,False,True,0
1.0,5.10594547390058,False,True,False,True,True,False,True,False,True,False,False,11500,9.350102314351341,0.4583333333333333,11041.666666666666,False,False,True,False,1
0.0,4.634728988229636,True,False,True,False,True,False,True,False,False,True,False,3300,8.101677747454572,0.2861111111111111,3013.8888888888887,True,False,False,False,0
0.0,5.342334251964811,False,True,True,False,True,False,True,False,True,False,False,10699,9.277905558138606,0.5805555555555556,10118.444444444445,True,False,False,False,0
1.0,4.852030263919617,False,True,False,True,False,True,True,False,False,True,False,4931,8.503297086224126,0.35555555555555557,4575.444444444444,False,False,False,True,0
0.0,4.7535901911063645,False,True,False,True,False,True,True,False,False,True,False,4511,8.414274137408396,0.32222222222222224,4188.777777777777,True,False,False,False,0
1.0,4.770684624465665,False,True,False,True,True,False,True,False,False,False,True,4301,8.366602832783736,0.3277777777777778,3973.222222222222,True,False,False,False,1
1.0,5.0369526024136295,True,False,False,True,True,False,True,False,False,True,False,5450,8.60337088765729,0.42777777777777776,5022.222222222223,True,False,False,False,1
1.0,5.1647859739235145,False,True,False,True,True,False,True,False,False,True,False,9862,9.196444266784072,0.4861111111111111,9375.888888888889,True,False,False,False,1
1.0,4.110873864173311,False,True,False,True,True,False,True,False,True,False,False,1880,7.539027055823995,0.16944444444444445,1710.5555555555557,False,True,False,False,0
1.0,5.0238805208462765,False,True,True,False,True,False,True,False,False,True,False,37719,10.537919225261291,0.4222222222222222,37296.77777777778,False,True,False,False,1
1.0,4.890349128221754,False,True,False,True,False,True,True,False,True,False,False,4887,8.494333897270154,0.36944444444444446,4517.555555555556,True,False,False,False,0
1.0,4.852030263919617,False,True,False,True,True,False,True,False,False,True,False,5833,8.671286726753637,0.35555555555555557,5477.444444444444,True,False,False,False,1
1.0,4.700480365792417,False,True,False,True,False,True,True,False,True,False,False,4652,8.445052513638554,0.3055555555555556,4346.444444444444,False,False,True,False,1
1.0,5.231108616854587,False,True,False,True,True,False,True,False,False,False,True,11757,9.372204086867741,1.038888888888889,10718.111111111111,False,False,True,False,1
1.0,4.934473933130692,False,True,False,True,True,False,True,False,True,False,False,5491,8.610865667278873,0.3861111111111111,5104.888888888889,True,False,False,False,1
0.0,4.653960350157523,True,False,False,True,True,False,False,True,True,False,False,5500,8.612503371220562,0.2916666666666667,5208.333333333333,True,False,False,False,0
0.0,5.198497031265826,False,True,False,True,False,True,True,False,False,False,True,4787,8.473659189392508,0.5027777777777778,4284.222222222223,True,False,False,False,0
1.0,5.043425116919247,False,True,False,True,False,True,True,False,True,False,False,5686,8.645762292210945,0.4305555555555556,5255.444444444444,True,False,False,False,1
1.0,4.897839799950911,False,True,True,False,True,False,True,False,False,True,False,4269,8.359134886757962,0.37222222222222223,3896.777777777778,True,False,False,False,1
1.0,4.672828834461906,False,True,False,True,False,True,True,False,True,False,False,4300,8.366370301681654,0.2972222222222222,4002.777777777778,True,False,False,False,1
1.0,4.867534450455582,False,True,True,False,False,True,True,False,False,True,False,6783,8.82217476094608,0.3611111111111111,6421.888888888889,True,False,False,False,1
0.0,5.181783550292085,True,False,False,True,False,True,True,False,False,True,False,5386,8.591558273371545,0.49444444444444446,4891.555555555556,True,False,False,False,0
1.0,4.859812404361672,False,True,False,True,True,False,True,False,True,False,False,5772,8.660773919893762,0.35833333333333334,5413.666666666667,True,False,False,False,1
0.0,5.655991810819852,True,False,False,True,True,False,False,True,False,False,True,11500,9.350102314351341,0.7944444444444444,10705.555555555555,False,True,False,False,0
1.0,4.499809670330265,False,True,False,True,True,False,True,False,False,False,True,3677,8.209852481301272,0.25,3427.0,True,False,False,False,1
1.0,3.784189633918261,False,True,False,True,True,False,True,False,False,False,True,5649,8.639233817325263,0.12222222222222222,5526.777777777777,False,True,False,False,1
1.0,4.804021044733257,False,True,True,False,True,False,True,False,False,True,False,4133,8.326758814511733,0.3388888888888889,3794.1111111111113,True,False,False,False,1
1.0,4.836281906951478,False,True,True,False,True,False,True,False,True,False,False,4690,8.453187861440325,0.35,4340.0,True,False,False,False,1
0.0,5.375278407684165,False,True,False,True,True,False,True,False,False,False,True,7400,8.909235279192261,0.6,6800.0,False,False,True,False,0
0.0,5.062595033026967,False,True,True,False,False,True,False,True,False,False,True,6479,8.776321456449958,0.4388888888888889,6040.111111111111,False,True,False,False,0
1.0,5.135798437050262,False,True,False,True,True,False,True,False,False,True,False,5708,8.649623978596727,0.4722222222222222,5235.777777777777,False,True,False,False,0
0.0,4.890349128221754,True,False,True,False,True,False,False,True,False,True,False,4583,8.430109084509125,0.36944444444444446,4213.555555555556,True,False,False,False,0
1.0,4.653960350157523,True,False,False,True,True,False,True,False,False,True,False,4239,8.352082671352637,1.25,2989.0,False,True,False,False,1
1.0,4.0943445622221,False,True,False,True,False,True,True,False,False,False,True,3414,8.135639903354386,0.2,3214.0,False,False,True,False,1
1.0,4.812184355372417,False,True,False,True,False,True,True,False,False,True,False,7823,8.96482339168508,0.3416666666666667,7481.333333333333,True,False,False,False,1
1.0,4.727387818712341,False,True,False,True,False,True,True,False,False,True,False,3618,8.193676665955241,0.6277777777777778,2990.222222222222,False,False,True,False,1
1.0,4.430816798843313,True,False,True,False,True,False,True,False,False,True,False,2917,7.978310969867722,0.23333333333333334,2683.6666666666665,True,False,False,False,1
0.0,5.0238805208462765,False,True,False,True,True,False,True,False,False,True,False,8300,9.02401079378469,0.5066666666666667,7793.333333333333,False,True,False,False,0
1.0,5.616771097666572,False,True,False,True,True,False,True,False,False,False,True,16666,9.721125994942152,0.7638888888888888,15902.111111111111,False,False,True,False,1
1.0,4.852030263919617,False,True,True,False,True,False,False,True,False,True,False,5166,8.549853973655786,0.35555555555555557,4810.444444444444,True,False,False,False,1
1.0,6.214608098422191,False,True,False,True,True,False,True,False,False,False,True,18333,9.816457993563025,1.3888888888888888,16944.11111111111,False,True,False,False,0
0.0,4.912654885736052,True,False,True,False,True,False,True,False,False,True,False,4300,8.366370301681654,0.37777777777777777,3922.222222222222,True,False,False,False,0
1.0,4.976733742420574,False,True,True,False,True,False,True,False,True,False,False,4309,8.368461137615839,0.4027777777777778,3906.222222222222,True,False,False,False,1
1.0,5.476463551931511,False,True,False,True,True,False,False,True,False,False,True,21600,9.980448593672257,0.6638888888888889,20936.11111111111,False,False,True,False,0
1.0,4.59511985013459,True,False,True,False,True,False,False,True,False,True,False,4317,8.370315995555478,0.33,3987.0,True,False,False,False,0
1.0,4.672828834461906,False,True,True,False,True,False,True,False,False,True,False,3617,8.193400231952097,0.2972222222222222,3319.777777777778,False,False,True,False,1
1.0,4.941642422609304,True,False,False,True,True,False,True,False,False,True,False,7453,8.916371914881694,0.7777777777777778,6675.222222222223,False,True,False,False,1
1.0,5.017279836814924,True,False,True,False,True,False,True,False,True,False,False,7541,8.928110078202646,0.3145833333333333,7226.416666666667,True,False,False,False,0
1.0,4.8283137373023015,False,True,False,True,True,False,True,False,False,True,False,5690,8.646465527120377,0.3472222222222222,5342.777777777777,True,False,False,False,1
1.0,5.267858159063328,False,True,False,True,False,True,True,False,True,False,False,6314,8.750524669117937,0.5388888888888889,5775.111111111111,True,False,False,False,1
1.0,4.997212273764115,False,True,True,False,False,True,True,False,False,True,False,6700,8.809862805379057,0.4111111111111111,6288.888888888889,False,False,False,True,1
1.0,4.727387818712341,False,True,False,True,False,True,True,False,True,False,False,3095,8.037543185118697,0.3138888888888889,2781.1111111111113,False,False,False,True,1
1.0,4.787491742782046,False,True,False,True,True,False,False,True,False,True,False,43897,10.689601259598334,0.3333333333333333,43563.666666666664,True,False,False,False,1
1.0,4.919980925828125,False,True,False,True,False,True,True,False,False,False,True,6608,8.796036315200814,0.7611111111111111,5846.888888888889,False,True,False,False,1
1.0,4.727387818712341,False,True,False,True,True,False,True,False,False,False,True,4939,8.504918160540624,0.3138888888888889,4625.111111111111,False,True,False,False,0
1.0,4.700480365792417,False,True,False,True,True,False,True,False,False,True,False,3775,8.236155661683124,0.3055555555555556,3469.4444444444443,True,False,False,False,1
1.0,4.912654885736052,False,True,False,True,True,False,True,False,False,False,True,11146,9.318835968129482,0.37777777777777777,10768.222222222223,True,False,False,False,1
1.0,6.077642243349034,False,True,False,True,True,False,True,False,False,True,False,14583,9.587611745713565,1.211111111111111,13371.888888888889,True,False,False,False,1
1.0,4.30406509320417,False,True,True,False,True,False,True,False,False,False,True,3167,8.06054004653864,0.20555555555555555,2961.4444444444443,True,False,False,False,0
1.0,4.02535169073515,False,True,False,True,True,False,True,False,False,True,False,6416,8.766550149546351,0.3111111111111111,6104.888888888889,True,False,False,False,1
1.0,4.605170185988092,False,True,False,True,True,False,False,True,True,False,False,7101,8.867990898182093,0.2777777777777778,6823.222222222223,False,False,False,True,1
1.0,5.081404364984463,False,True,True,False,True,False,True,False,False,False,True,6099,8.715880102296456,0.44722222222222224,5651.777777777777,True,False,False,False,1
1.0,5.087596335232384,False,True,False,True,True,False,False,True,False,True,False,5529,8.617762246337932,0.45,5079.0,False,True,False,False,1
1.0,4.852030263919617,False,True,False,True,False,True,True,False,False,False,True,6200,8.732304571033183,0.7111111111111111,5488.888888888889,True,False,False,False,0
1.0,4.770684624465665,False,True,True,False,True,False,True,False,False,True,False,5050,8.527143522269405,0.3277777777777778,4722.222222222223,True,False,False,False,1
1.0,4.90527477843843,False,True,False,True,False,True,True,False,False,False,True,4583,8.430109084509125,0.375,4208.0,False,True,False,False,1
1.0,5.123963979403259,False,True,True,False,True,False,True,False,False,False,True,5417,8.597297435657898,0.4666666666666667,4950.333333333333,True,False,False,False,1
1.0,5.231108616854587,False,True,False,True,True,False,True,False,True,False,False,8875,9.090993614343617,0.5194444444444445,8355.555555555555,True,False,False,False,1
0.0,5.062595033026967,False,True,False,True,True,False,True,False,False,True,False,5540,8.61974977974133,0.4388888888888889,5101.111111111111,False,False,False,True,0
1.0,5.278114659230517,False,True,True,False,True,False,True,False,False,True,False,11250,9.328123407632566,0.5444444444444444,10705.555555555555,False,True,False,False,0
1.0,4.74493212836325,False,True,False,True,True,False,True,False,False,False,True,6100,8.716044050161402,0.3194444444444444,5780.555555555556,True,False,False,False,1
1.0,4.394449154672439,False,True,False,True,False,True,True,False,True,False,False,3522,8.166784289056151,0.45,3072.0,False,False,False,True,0
1.0,4.700480365792417,False,True,False,True,True,False,True,False,False,True,False,16692,9.722684841711443,0.3055555555555556,16386.444444444445,True,False,False,False,1
1.0,4.564348191467836,False,True,False,True,True,False,True,False,False,True,False,3723,8.222285073872717,0.26666666666666666,3456.3333333333335,True,False,False,False,1
1.0,4.718498871295094,True,False,True,False,True,False,True,False,False,True,False,3541,8.172164452111904,0.3111111111111111,3229.8888888888887,False,True,False,False,1
0.0,5.0238805208462765,False,True,False,True,False,True,True,False,True,False,False,6753,8.817742129574842,0.4222222222222222,6330.777777777777,True,False,False,False,0
1.0,5.153291594497779,False,True,False,True,True,False,True,False,False,True,False,5900,8.68270762989381,0.48055555555555557,5419.444444444444,False,True,False,False,1
1.0,4.262679877041316,False,True,True,False,True,False,True,False,False,False,True,2833,7.949091499830517,0.19722222222222222,2635.777777777778,True,False,False,False,1
1.0,4.74493212836325,False,True,False,True,True,False,True,False,False,True,False,4567,8.426611813185,0.3194444444444444,4247.555555555556,True,False,False,False,1
1.0,4.969813299576001,True,False,True,False,True,False,True,False,False,True,False,6275,8.744328763999984,0.4,5875.0,True,False,False,False,1
1.0,4.499809670330265,False,True,False,True,True,False,True,False,False,True,False,3900,8.268731832117737,0.25,3650.0,False,False,True,False,1
1.0,5.25227342804663,False,True,False,True,True,False,False,True,False,True,False,9560,9.165343006045447,0.5305555555555556,9029.444444444445,True,False,False,False,1
1.0,4.912654885736052,False,True,False,True,True,False,True,False,False,False,True,4750,8.465899897028686,0.37777777777777777,4372.222222222223,True,False,False,False,1
1.0,5.147494476813453,False,True,True,False,True,False,True,False,True,False,False,7977,8.984317679911129,0.4777777777777778,7499.222222222223,True,False,False,False,1
0.0,4.0943445622221,False,True,False,True,True,False,True,False,False,False,True,2221,7.7057128238944275,0.16666666666666666,2054.3333333333335,True,False,False,False,0
1.0,4.962844630259907,False,True,False,True,True,False,True,False,False,True,False,4765,8.469052816088302,0.3972222222222222,4367.777777777777,True,False,False,False,1
1.0,4.852030263919617,False,True,True,False,False,True,True,False,False,False,True,2000,7.600902459542082,0.35555555555555557,1644.4444444444443,True,False,False,False,0
1.0,4.787491742782046,False,True,True,False,True,False,False,True,False,False,True,10383,9.247925132303454,0.6666666666666666,9716.333333333334,True,False,False,False,0
1.0,4.007333185232471,True,False,True,False,True,False,False,True,False,True,False,15759,9.665166909622071,0.1527777777777778,15606.222222222223,True,False,False,False,1
1.0,3.912023005428146,False,True,True,False,True,False,True,False,False,False,True,3254,8.087640287778983,0.1388888888888889,3115.1111111111113,True,False,False,False,1
1.0,5.91350300563827,False,True,False,True,True,False,True,False,True,False,False,23803,10.077566902136047,1.0277777777777777,22775.222222222223,False,False,False,True,1
1.0,4.867534450455582,True,False,False,True,True,False,True,False,False,True,False,2928,7.982074875081202,0.3611111111111111,2566.8888888888887,True,False,False,False,1
1.0,4.852030263919617,True,False,True,False,True,False,False,True,False,True,False,7451,8.916103530553727,0.35555555555555557,7095.444444444444,False,True,False,False,1
1.0,5.231108616854587,False,True,False,True,True,False,True,False,False,True,False,11333,9.335474102732949,0.5194444444444445,10813.555555555555,True,False,False,False,1
1.0,4.90527477843843,False,True,False,True,True,False,True,False,True,False,False,5566,8.624431942085836,0.375,5191.0,True,False,False,False,0
1.0,4.584967478670572,False,True,True,False,True,False,True,False,False,True,False,2935,7.984462732262196,0.2722222222222222,2662.777777777778,True,False,False,False,1
1.0,4.969813299576001,False,True,True,False,True,False,True,False,False,True,False,5762,8.659039915644474,0.4,5362.0,True,False,False,False,1
0.0,4.330733340286331,True,False,True,False,True,False,True,False,False,False,True,3510,8.163371316459912,0.2111111111111111,3298.8888888888887,True,False,False,False,0
1.0,4.394449154672439,True,False,True,False,True,False,True,False,False,True,False,4723,8.460199469896118,0.225,4498.0,False,True,False,False,0
1.0,5.541263545158426,True,False,True,False,True,False,True,False,True,False,False,3083,8.03365842788615,0.7083333333333334,2374.6666666666665,False,False,False,True,1
1.0,4.605170185988092,False,True,False,True,True,False,True,False,False,False,True,3539,8.171599480345463,0.2777777777777778,3261.222222222222,True,False,False,False,1
1.0,4.248495242049359,True,False,True,False,False,True,True,False,False,True,False,2165,7.68017564043659,0.19444444444444445,1970.5555555555557,True,False,False,False,1
1.0,3.871201010907891,False,True,True,False,False,True,True,False,True,False,False,4885,8.493924564476883,0.13333333333333333,4751.666666666667,True,False,False,False,1
1.0,4.700480365792417,True,False,False,True,True,False,True,False,False,False,True,6784,8.822322177471738,0.3055555555555556,6478.444444444444,True,False,False,False,0
1.0,5.056245805348308,False,True,False,True,True,False,True,False,True,False,False,6417,8.766705997750515,0.8722222222222222,5544.777777777777,False,False,False,True,1
1.0,5.69035945432406,False,True,True,False,True,False,True,False,False,True,False,10173,9.227492430793749,0.8222222222222222,9350.777777777777,True,False,False,False,1
1.0,3.218875824868201,False,True,True,False,False,True,True,False,False,True,False,3620,8.194229304819817,0.20833333333333334,3411.6666666666665,True,False,False,False,1
0.0,5.19295685089021,False,True,False,True,True,False,True,False,False,False,True,13650,9.521494800613105,0.5,13150.0,False,True,False,False,0
1.0,3.828641396489095,True,False,True,False,True,False,True,False,True,False,False,2378,7.774015077250727,0.12777777777777777,2250.222222222222,True,False,False,False,0
0.0,4.852030263919617,True,False,True,False,False,True,True,False,False,False,True,1830,7.512071245835466,0.35555555555555557,1474.4444444444443,False,False,False,True,0
1.0,4.820281565605037,False,True,False,True,True,False,True,False,False,True,False,4531,8.418697944667139,0.34444444444444444,4186.555555555556,False,False,False,True,1
1.0,5.58724865840025,False,True,False,True,True,False,False,True,False,False,True,9613,9.170871628065816,0.7416666666666667,8871.333333333334,False,False,True,False,1
1.0,4.477336814478207,True,False,True,False,True,False,True,False,False,False,True,3410,8.134467570277563,0.24444444444444444,3165.5555555555557,True,False,False,False,1
1.0,4.882801922586371,True,False,True,False,True,False,True,False,True,False,False,5000,8.517193191416238,0.36666666666666664,4633.333333333333,True,False,False,False,1
1.0,4.852030263919617,False,True,False,True,False,True,True,False,True,False,False,4867,8.490233009833455,0.35555555555555557,4511.444444444444,False,True,False,False,1
1.0,4.007333185232471,False,True,True,False,True,False,True,False,False,True,False,2500,7.824046010856292,0.1527777777777778,2347.222222222222,True,False,False,False,1
